Flow ID,Src IP,Src Port,Dst IP,Dst Port,Timestamp,Tot Pkts,TotLen,Con Flow count,Conn Timedelta Min,Conn Timedelta Max,Conn Timedelta Mean,Conn Pkt Num Min,Conn Pkt Num Max,Conn Pkt Num Mean,Conn Pkt Num Tot,Conn Pkt Len Min,Conn Pkt Len Max,Conn Pkt Len Mean,Conn Pkt Len Tot,Conn-Rev Flow count,Conn-Rev Timedelta Min,Conn-Rev Timedelta Max,Conn-Rev Timedelta Mean,Conn-Rev Pkt Num Min,Conn-Rev Pkt Num Max,Conn-Rev Pkt Num Mean,Conn-Rev Pkt Num Tot,Conn-Rev Pkt Len Min,Conn-Rev Pkt Len Max,Conn-Rev Pkt Len Mean,Conn-Rev Pkt Len Tot,Time Flow count,Time Timedelta Min,Time Timedelta Max,Time Timedelta Mean,Time Pkt Num Min,Time Pkt Num Max,Time Pkt Num Mean,Time Pkt Num Tot,Time Pkt Len Min,Time Pkt Len Max,Time Pkt Len Mean,Time Pkt Len Tot,Time-Rev Flow count,Time-Rev Timedelta Min,Time-Rev Timedelta Max,Time-Rev Timedelta Mean,Time-Rev Pkt Num Min,Time-Rev Pkt Num Max,Time-Rev Pkt Num Mean,Time-Rev Pkt Num Tot,Time-Rev Pkt Len Min,Time-Rev Pkt Len Max,Time-Rev Pkt Len Mean,Time-Rev Pkt Len Tot,VPN
 131.202.240.150-184.25.69.181-39780-443-6, 131.202.240.150, 39780, 184.25.69.181, 443, 2015-01-04 13:38:01, 54, 37721.0, 1, 0, 0, 0.0, 54, 54, 54.0, 54, 37721.0, 37721.0, 37721.0, 37721.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 54, 54, 54.0, 54, 37721.0, 37721.0, 37721.0, 37721.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-72.21.91.187-58249-443-6, 131.202.240.150, 58249, 72.21.91.187, 443, 2015-01-04 13:38:01, 17, 5447.0, 24, 0.0, 431.0, 67.30434782608695, 2, 112, 16.333333333333332, 392, 0.0, 162389.0, 9842.625, 236223.0, 8, 0.0, 615.0, 187.85714285714286, 3, 4, 3.125, 25, 31.0, 31.0, 31.0, 248.0, 2, 0.0, 0.0, 0.0, 17, 23, 20.0, 40, 5447.0, 6844.0, 6145.5, 12291.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0
 131.202.240.150-72.21.91.187-58251-443-6, 131.202.240.150, 58251, 72.21.91.187, 443, 2015-01-04 13:38:01, 17, 5447.0, 25, 0.0, 431.0, 64.5, 2, 112, 16.36, 409, 0.0, 162389.0, 9666.8, 241670.0, 8, 0.0, 615.0, 187.85714285714286, 3, 4, 3.125, 25, 31.0, 31.0, 31.0, 248.0, 3, 0.0, 0.0, 0.0, 17, 23, 19.0, 57, 5447.0, 6844.0, 5912.666666666667, 17738.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0
 131.202.240.150-131.202.244.3-40276-53-17, 131.202.240.150, 40276, 131.202.244.3, 53, 2015-01-04 13:38:01, 2, 429.0, 37, 0.0, 426.0, 42.05555555555556, 2, 2, 2.0, 74, 264.0, 510.0, 345.7567567567568, 12793.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0.0, 1.0, 0.2, 2, 2, 2.0, 12, 264.0, 429.0, 328.1666666666667, 1969.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.44.143-59199-443-6, 131.202.240.150, 59199, 23.235.44.143, 443, 2015-01-04 13:38:01, 10, 709.0, 20, 0.0, 969.0, 80.94736842105263, 2, 21, 4.6, 92, 0.0, 7206.0, 670.05, 13401.0, 8, 0.0, 2.0, 0.42857142857142855, 3, 3, 3.0, 24, 0.0, 0.0, 0.0, 0.0, 1, 0, 0, 0.0, 10, 10, 10.0, 10, 709.0, 709.0, 709.0, 709.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0
 131.202.240.150-23.235.44.143-59200-443-6, 131.202.240.150, 59200, 23.235.44.143, 443, 2015-01-04 13:38:01, 10, 709.0, 21, 0.0, 969.0, 76.9, 2, 21, 4.857142857142857, 102, 0.0, 7206.0, 671.9047619047619, 14110.0, 8, 0.0, 2.0, 0.42857142857142855, 3, 3, 3.0, 24, 0.0, 0.0, 0.0, 0.0, 2, 0.0, 0.0, 0.0, 10, 10, 10.0, 20, 709.0, 709.0, 709.0, 1418.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0
 131.202.240.150-131.202.244.3-11247-53-17, 131.202.240.150, 11247, 131.202.244.3, 53, 2015-01-04 13:38:01, 2, 264.0, 38, 0.0, 426.0, 40.91891891891892, 2, 2, 2.0, 76, 264.0, 510.0, 343.60526315789474, 13057.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0.0, 1.0, 0.16666666666666666, 2, 2, 2.0, 14, 264.0, 429.0, 319.0, 2233.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-173.194.123.123-53192-443-6, 131.202.240.150, 53192, 173.194.123.123, 443, 2015-01-04 13:38:01, 19, 4621.0, 2, 0.0, 0.0, 0.0, 19, 125, 72.0, 144, 4621.0, 81493.0, 43057.0, 86114.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0.0, 0.0, 0.0, 19, 125, 72.0, 144, 4621.0, 81493.0, 43057.0, 86114.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.44.143-59201-443-6, 131.202.240.150, 59201, 23.235.44.143, 443, 2015-01-04 13:38:01, 10, 709.0, 22, 0.0, 969.0, 73.23809523809524, 2, 21, 5.090909090909091, 112, 0.0, 7206.0, 673.5909090909091, 14819.0, 8, 0.0, 2.0, 0.42857142857142855, 3, 3, 3.0, 24, 0.0, 0.0, 0.0, 0.0, 3, 0.0, 0.0, 0.0, 10, 10, 10.0, 30, 709.0, 709.0, 709.0, 2127.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0
 131.202.240.150-104.156.81.217-49632-443-6, 131.202.240.150, 49632, 104.156.81.217, 443, 2015-01-04 13:38:02, 23, 10008.0, 23, 0.0, 1030.0, 70.0, 2, 26, 10.826086956521738, 249, 0.0, 17812.0, 3188.3478260869565, 73332.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 2.0, 1.0, 23, 26, 24.333333333333332, 73, 9330.0, 17812.0, 12383.333333333334, 37150.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.39.143-50133-443-6, 131.202.240.150, 50133, 23.235.39.143, 443, 2015-01-04 13:38:03, 18, 8599.0, 2, 3.0, 3.0, 3.0, 18, 60, 39.0, 78, 8599.0, 55027.0, 31813.0, 63626.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3.0, 3.0, 3.0, 18, 60, 39.0, 78, 8599.0, 55027.0, 31813.0, 63626.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-192.0.80.242-38882-443-6, 131.202.240.150, 38882, 192.0.80.242, 443, 2015-01-04 13:38:03, 21, 6674.0, 1, 0, 0, 0.0, 21, 21, 21.0, 21, 6674.0, 6674.0, 6674.0, 6674.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 21, 21, 21.0, 21, 6674.0, 6674.0, 6674.0, 6674.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.3-30678-53-17, 131.202.240.150, 30678, 131.202.244.3, 53, 2015-01-04 13:38:03, 2, 268.0, 39, 0.0, 426.0, 39.89473684210526, 2, 2, 2.0, 78, 264.0, 510.0, 341.6666666666667, 13325.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0.0, 2.0, 0.42857142857142855, 2, 2, 2.0, 16, 264.0, 429.0, 312.625, 2501.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-184.25.69.181-39782-443-6, 131.202.240.150, 39782, 184.25.69.181, 443, 2015-01-04 13:38:03, 16, 1722.0, 2, 2.0, 2.0, 2.0, 16, 54, 35.0, 70, 1722.0, 37721.0, 19721.5, 39443.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2.0, 2.0, 2.0, 16, 54, 35.0, 70, 1722.0, 37721.0, 19721.5, 39443.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.3-62112-53-17, 131.202.240.150, 62112, 131.202.244.3, 53, 2015-01-04 13:38:03, 2, 293.0, 40, 0.0, 426.0, 38.87179487179487, 2, 2, 2.0, 80, 264.0, 510.0, 340.45, 13618.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0.0, 2.0, 0.375, 2, 2, 2.0, 18, 264.0, 429.0, 310.44444444444446, 2794.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.3-51860-53-17, 131.202.240.150, 51860, 131.202.244.3, 53, 2015-01-04 13:38:03, 2, 183.0, 41, 0.0, 426.0, 37.9, 2, 2, 2.0, 82, 183.0, 510.0, 336.609756097561, 13801.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0.0, 2.0, 0.3333333333333333, 2, 2, 2.0, 20, 183.0, 429.0, 297.7, 2977.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.3-57688-53-17, 131.202.240.150, 57688, 131.202.244.3, 53, 2015-01-04 13:38:03, 2, 344.0, 42, 0.0, 426.0, 36.97560975609756, 2, 2, 2.0, 84, 183.0, 510.0, 336.7857142857143, 14145.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0.0, 2.0, 0.3, 2, 2, 2.0, 22, 183.0, 429.0, 301.90909090909093, 3321.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-192.0.80.242-38879-443-6, 131.202.240.150, 38879, 192.0.80.242, 443, 2015-01-04 13:38:03, 21, 6674.0, 2, 0.0, 0.0, 0.0, 21, 21, 21.0, 42, 6674.0, 6674.0, 6674.0, 13348.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0.0, 0.0, 0.0, 21, 21, 21.0, 42, 6674.0, 6674.0, 6674.0, 13348.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-104.156.81.217-49635-443-6, 131.202.240.150, 49635, 104.156.81.217, 443, 2015-01-04 13:38:03, 10, 709.0, 24, 0.0, 1030.0, 67.0, 2, 26, 10.791666666666666, 259, 0.0, 17812.0, 3085.0416666666665, 74041.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0.0, 2.0, 1.0, 10, 26, 20.75, 83, 709.0, 17812.0, 9464.75, 37859.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-209.148.205.35-56578-443-6, 131.202.240.150, 56578, 209.148.205.35, 443, 2015-01-04 13:38:03, 7572, 23791104.0, 4, 135.0, 358.0, 212.66666666666666, 5, 7572, 2373.25, 9493, 0.0, 23791104.0, 7833899.25, 31335597.0, 1, 0, 0, 0.0, 3, 3, 3.0, 3, 27.0, 27.0, 27.0, 27.0, 1, 0, 0, 0.0, 7572, 7572, 7572.0, 7572, 23791104.0, 23791104.0, 23791104.0, 23791104.0, 1, 0, 0, 0.0, 3, 3, 3.0, 3, 27.0, 27.0, 27.0, 27.0, 0
 131.202.240.150-192.0.77.2-41926-443-6, 131.202.240.150, 41926, 192.0.77.2, 443, 2015-01-04 13:38:03, 19, 2947.0, 4, 0.0, 360.0, 165.0, 2, 19, 7.25, 29, 0.0, 2947.0, 744.5, 2978.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 19, 19, 19.0, 19, 2947.0, 2947.0, 2947.0, 2947.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.39.143-50132-443-6, 131.202.240.150, 50132, 23.235.39.143, 443, 2015-01-04 13:38:03, 19, 7228.0, 3, 0.0, 3.0, 1.5, 18, 60, 32.333333333333336, 97, 7228.0, 55027.0, 23618.0, 70854.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 3.0, 1.5, 18, 60, 32.333333333333336, 97, 7228.0, 55027.0, 23618.0, 70854.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-199.127.194.209-36725-443-6, 131.202.240.150, 36725, 199.127.194.209, 443, 2015-01-04 13:38:03, 61, 28084.0, 1, 0, 0, 0.0, 61, 61, 61.0, 61, 28084.0, 28084.0, 28084.0, 28084.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 61, 61, 61.0, 61, 28084.0, 28084.0, 28084.0, 28084.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-131.202.244.3-22300-53-17, 131.202.240.150, 22300, 131.202.244.3, 53, 2015-01-04 13:38:03, 2, 472.0, 43, 0.0, 426.0, 36.095238095238095, 2, 2, 2.0, 86, 183.0, 510.0, 339.93023255813955, 14617.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0.0, 2.0, 0.2727272727272727, 2, 2, 2.0, 24, 183.0, 472.0, 316.0833333333333, 3793.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.39.143-50137-443-6, 131.202.240.150, 50137, 23.235.39.143, 443, 2015-01-04 13:38:03, 10, 709.0, 4, 0.0, 3.0, 1.0, 10, 60, 26.75, 107, 709.0, 55027.0, 17890.75, 71563.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0.0, 3.0, 1.0, 10, 60, 26.75, 107, 709.0, 55027.0, 17890.75, 71563.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.39.143-50136-443-6, 131.202.240.150, 50136, 23.235.39.143, 443, 2015-01-04 13:38:03, 10, 709.0, 5, 0.0, 3.0, 0.75, 10, 60, 23.4, 117, 709.0, 55027.0, 14454.4, 72272.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.0, 3.0, 0.75, 10, 60, 23.4, 117, 709.0, 55027.0, 14454.4, 72272.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-173.194.123.121-59335-443-6, 131.202.240.150, 59335, 173.194.123.121, 443, 2015-01-04 13:38:03, 19, 4630.0, 2, 3.0, 3.0, 3.0, 19, 32, 25.5, 51, 4630.0, 5336.0, 4983.0, 9966.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3.0, 3.0, 3.0, 19, 32, 25.5, 51, 4630.0, 5336.0, 4983.0, 9966.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.39.143-50131-443-6, 131.202.240.150, 50131, 23.235.39.143, 443, 2015-01-04 13:38:03, 18, 7757.0, 6, 0.0, 3.0, 0.6, 10, 60, 22.5, 135, 709.0, 55027.0, 13338.166666666666, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0.0, 3.0, 0.6, 10, 60, 22.5, 135, 709.0, 55027.0, 13338.166666666666, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-199.127.194.209-36726-443-6, 131.202.240.150, 36726, 199.127.194.209, 443, 2015-01-04 13:38:03, 17, 4657.0, 2, 0.0, 0.0, 0.0, 17, 61, 39.0, 78, 4657.0, 28084.0, 16370.5, 32741.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0.0, 0.0, 0.0, 17, 61, 39.0, 78, 4657.0, 28084.0, 16370.5, 32741.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-192.0.80.242-38881-443-6, 131.202.240.150, 38881, 192.0.80.242, 443, 2015-01-04 13:38:03, 21, 6674.0, 3, 0.0, 0.0, 0.0, 21, 21, 21.0, 63, 6674.0, 6674.0, 6674.0, 20022.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0.0, 21, 21, 21.0, 63, 6674.0, 6674.0, 6674.0, 20022.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-192.0.80.242-38880-443-6, 131.202.240.150, 38880, 192.0.80.242, 443, 2015-01-04 13:38:03, 36, 10698.0, 4, 0.0, 0.0, 0.0, 21, 36, 24.75, 99, 6674.0, 10698.0, 7680.0, 30720.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0.0, 0.0, 0.0, 21, 36, 24.75, 99, 6674.0, 10698.0, 7680.0, 30720.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 199.127.194.212-131.202.240.150-443-41858-6, 199.127.194.212, 443, 131.202.240.150, 41858, 2015-01-04 13:38:11, 5, 31.0, 1, 0, 0, 0.0, 5, 5, 5.0, 5, 31.0, 31.0, 31.0, 31.0, 5, 9.0, 120.0, 90.0, 4, 36, 20.2, 101, 31.0, 15952.0, 7961.4, 39807.0, 1, 0, 0, 0.0, 5, 5, 5.0, 5, 31.0, 31.0, 31.0, 31.0, 1, 0, 0, 0.0, 15, 15, 15.0, 15, 5323.0, 5323.0, 5323.0, 5323.0, 0
 131.202.240.150-74.125.226.5-48003-443-6, 131.202.240.150, 48003, 74.125.226.5, 443, 2015-01-04 13:38:11, 36, 13816.0, 3, 102.0, 135.0, 118.5, 2, 55, 31.0, 93, 0.0, 18388.0, 10734.666666666666, 32204.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 36, 36, 36.0, 36, 13816.0, 13816.0, 13816.0, 13816.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.39.143-50133-443-6, 131.202.240.150, 50133, 23.235.39.143, 443, 2015-01-04 13:38:13, 2, 0.0, 7, 0.0, 10.0, 2.1666666666666665, 2, 60, 19.571428571428573, 137, 0.0, 55027.0, 11432.714285714286, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0.0, 10.0, 2.1666666666666665, 2, 60, 19.571428571428573, 137, 0.0, 55027.0, 11432.714285714286, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.39.143-50131-443-6, 131.202.240.150, 50131, 23.235.39.143, 443, 2015-01-04 13:38:13, 2, 0.0, 8, 0.0, 10.0, 1.8571428571428572, 2, 60, 17.375, 139, 0.0, 55027.0, 10003.625, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0.0, 10.0, 1.8571428571428572, 2, 60, 17.375, 139, 0.0, 55027.0, 10003.625, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.39.143-50132-443-6, 131.202.240.150, 50132, 23.235.39.143, 443, 2015-01-04 13:38:13, 2, 0.0, 9, 0.0, 10.0, 1.625, 2, 60, 15.666666666666666, 141, 0.0, 55027.0, 8892.111111111111, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0.0, 10.0, 1.625, 2, 60, 15.666666666666666, 141, 0.0, 55027.0, 8892.111111111111, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-104.156.81.217-49615-443-6, 131.202.240.150, 49615, 104.156.81.217, 443, 2015-01-04 13:38:13, 2, 0.0, 24, 0.0, 260.0, 22.652173913043477, 2, 26, 10.791666666666666, 259, 0.0, 17812.0, 3085.0416666666665, 74041.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.0, 10.0, 3.25, 2, 26, 17.0, 85, 0.0, 17812.0, 7571.8, 37859.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-173.194.123.70-42910-443-6, 131.202.240.150, 42910, 173.194.123.70, 443, 2015-01-04 13:38:13, 8, 63.0, 2, 135.0, 135.0, 135.0, 8, 62, 35.0, 70, 63.0, 12507.0, 6285.0, 12570.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 8, 8, 8.0, 8, 63.0, 63.0, 63.0, 63.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-23.235.39.143-50111-443-6, 131.202.240.150, 50111, 23.235.39.143, 443, 2015-01-04 13:38:14, 2, 0.0, 10, 0.0, 10.0, 1.5555555555555556, 2, 60, 14.3, 143, 0.0, 55027.0, 8002.9, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0.0, 10.0, 1.5555555555555556, 2, 60, 14.3, 143, 0.0, 55027.0, 8002.9, 80029.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-50.31.164.175-40579-443-6, 131.202.240.150, 40579, 50.31.164.175, 443, 2015-01-04 13:38:15, 6, 0.0, 5, 120.0, 135.0, 126.75, 4, 15, 9.8, 49, 0.0, 3444.0, 1850.8, 9254.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 6, 6, 6.0, 6, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-104.156.81.217-49621-443-6, 131.202.240.150, 49621, 104.156.81.217, 443, 2015-01-04 13:38:15, 2, 0.0, 25, 0.0, 260.0, 21.791666666666668, 2, 26, 10.44, 261, 0.0, 17812.0, 2961.64, 74041.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0.0, 10.0, 3.0, 2, 26, 14.5, 87, 0.0, 17812.0, 6309.833333333333, 37859.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 131.202.240.150-104.156.81.217-49632-443-6, 131.202.240.150, 49632, 104.156.81.217, 443, 2015-01-04 13:38:15, 2, 0.0, 26, 0.0, 260.0, 20.92, 2, 26, 10.115384615384615, 263, 0.0, 17812.0, 2847.730769230769, 74041.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0.0, 10.0, 2.5, 2, 26, 12.714285714285714, 89, 0.0, 17812.0, 5408.428571428572, 37859.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 72.21.91.187-131.202.240.150-443-58251-6, 72.21.91.187, 443, 131.202.240.150, 58251, 2015-01-04 13:38:20, 3, 31.0, 8, 0.0, 615.0, 179.28571428571428, 3, 4, 3.125, 25, 31.0, 31.0, 31.0, 248.0, 23, 0.0, 431.0, 64.18181818181819, 2, 23, 12.173913043478262, 280, 0.0, 6844.0, 3210.1739130434785, 73834.0, 1, 0, 0, 0.0, 3, 3, 3.0, 3, 31.0, 31.0, 31.0, 31.0, 3, 0.0, 0.0, 0.0, 17, 23, 19.0, 57, 5447.0, 6844.0, 5912.666666666667, 17738.0, 0
 72.21.91.187-131.202.240.150-443-58249-6, 72.21.91.187, 443, 131.202.240.150, 58249, 2015-01-04 13:38:20, 3, 31.0, 9, 0.0, 615.0, 156.875, 3, 4, 3.111111111111111, 28, 31.0, 31.0, 31.0, 279.0, 23, 0.0, 431.0, 64.18181818181819, 2, 23, 12.173913043478262, 280, 0.0, 6844.0, 3210.1739130434785, 73834.0, 2, 0.0, 0.0, 0.0, 3, 3, 3.0, 6, 31.0, 31.0, 31.0, 62.0, 3, 0.0, 0.0, 0.0, 17, 23, 19.0, 57, 5447.0, 6844.0, 5912.666666666667, 17738.0, 0
 199.127.194.209-131.202.240.150-443-36726-6, 199.127.194.209, 443, 131.202.240.150, 36726, 2015-01-04 13:38:20, 3, 31.0, 1, 0, 0, 0.0, 3, 3, 3.0, 3, 31.0, 31.0, 31.0, 31.0, 2, 0.0, 0.0, 0.0, 17, 61, 39.0, 78, 4657.0, 28084.0, 16370.5, 32741.0, 1, 0, 0, 0.0, 3, 3, 3.0, 3, 31.0, 31.0, 31.0, 31.0, 2, 0.0, 0.0, 0.0, 17, 61, 39.0, 78, 4657.0, 28084.0, 16370.5, 32741.0, 0
 104.156.81.217-131.202.240.150-443-49635-6, 104.156.81.217, 443, 131.202.240.150, 49635, 2015-01-04 13:38:20, 2, 0.0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 0.0, 0.0, 0.0, 0.0, 26, 0.0, 260.0, 20.92, 2, 26, 10.115384615384615, 263, 0.0, 17812.0, 2847.730769230769, 74041.0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 0.0, 0.0, 0.0, 0.0, 7, 0.0, 10.0, 2.5, 2, 26, 12.714285714285714, 89, 0.0, 17812.0, 5408.428571428572, 37859.0, 0
 23.235.39.143-131.202.240.150-443-50136-6, 23.235.39.143, 443, 131.202.240.150, 50136, 2015-01-04 13:38:20, 2, 0.0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 0.0, 0.0, 0.0, 0.0, 10, 0.0, 10.0, 1.5555555555555556, 2, 60, 14.3, 143, 0.0, 55027.0, 8002.9, 80029.0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 0.0, 0.0, 0.0, 0.0, 10, 0.0, 10.0, 1.5555555555555556, 2, 60, 14.3, 143, 0.0, 55027.0, 8002.9, 80029.0, 0
 23.235.39.143-131.202.240.150-443-50137-6, 23.235.39.143, 443, 131.202.240.150, 50137, 2015-01-04 13:38:20, 2, 0.0, 2, 0.0, 0.0, 0.0, 2, 2, 2.0, 4, 0.0, 0.0, 0.0, 0.0, 10, 0.0, 10.0, 1.5555555555555556, 2, 60, 14.3, 143, 0.0, 55027.0, 8002.9, 80029.0, 2, 0.0, 0.0, 0.0, 2, 2, 2.0, 4, 0.0, 0.0, 0.0, 0.0, 10, 0.0, 10.0, 1.5555555555555556, 2, 60, 14.3, 143, 0.0, 55027.0, 8002.9, 80029.0, 0
 23.235.44.143-131.202.240.150-443-59201-6, 23.235.44.143, 443, 131.202.240.150, 59201, 2015-01-04 13:38:20, 2, 0.0, 9, 0.0, 547.0, 68.75, 2, 3, 2.888888888888889, 26, 0.0, 0.0, 0.0, 0.0, 10, 0.0, 316.0, 62.666666666666664, 2, 21, 8.8, 88, 0.0, 7206.0, 1481.9, 14819.0, 1, 0, 0, 0.0, 2, 2, 2.0, 2, 0.0, 0.0, 0.0, 0.0, 3, 0.0, 0.0, 0.0, 10, 10, 10.0, 30, 709.0, 709.0, 709.0, 2127.0, 0
